,,KLHL24, KRIP6, EBS6, CMH29,Kelch-like 24,611295,KLHL24,54800,ENSG00000114796,ENST00000242810;;;ENST00000242810,,Epidermolysis bullosa simplex 6, generalized intermediate, with or without cardiomyopathy,617294,Autosomal dominant,3,Klhl24,,,,,,
,,YEATS2, KIAA1197, FAME4,YEATS domain-containing protein 2,613373,YEATS2,55689,ENSG00000163872,ENST00000305135;;;ENST00000305135,mutation identifed in 1 FAME4 family,?Epilepsy, myoclonic, familial adult,4,615127,Autosomal dominant,3,Yeats2,,,,,,
,,CLCN2, EGMA, ECA2, EGI11, EJM8, LKPAT, HALD2,Chloride channel-2,600570,CLCN2,1181,ENSG00000114859,ENST00000265593;;;ENST00000265593,,Hyperaldosteronism, familial, type II,605635,Autosomal dominant,3,Clcn2,,,
,,CLCN2, EGMA, ECA2, EGI11, EJM8, LKPAT, HALD2,Chloride channel-2,600570,CLCN2,1181,ENSG00000114859,ENST00000265593;;;ENST00000265593,,Leukoencephalopathy with ataxia,615651,Autosomal recessive,3,Clcn2,,,,,
,,CLCN2, EGMA, ECA2, EGI11, EJM8, LKPAT, HALD2,Chloride channel-2,600570,CLCN2,1181,ENSG00000114859,ENST00000265593;;;ENST00000265593,,{Epilepsy, idiopathic generalized, susceptibility to, 11},607628,Autosomal dominant,3,Clcn2,,
,,CLCN2, EGMA, ECA2, EGI11, EJM8, LKPAT, HALD2,Chloride channel-2,600570,CLCN2,1181,ENSG00000114859,ENST00000265593;;;ENST00000265593,,{Epilepsy, juvenile absence, susceptibility to, 2},607628,Autosomal dominant,3,Clcn2,,
,,CLCN2, EGMA, ECA2, EGI11, EJM8, LKPAT, HALD2,Chloride channel-2,600570,CLCN2,1181,ENSG00000114859,ENST00000265593;;;ENST00000265593,,{Epilepsy, juvenile myoclonic, susceptibility to, 8},607628,Autosomal dominant,3,Clcn2,,
,,SLC51A, OSTA, PFIC6,Solute carrier family 51, alpha subunit (organic solute transporter, alpha),612084,SLC51A,200931,ENSG00000163959,ENST00000296327;;;ENST00000296327,mutation identified in 1 PFIC6 patient,?Cholestasis, progressive familial intrahepatic,6,619484,Autosomal recessive,3,Slc51a,,,,,
,,PDGFRA,Platelet-derived growth factor receptor, alpha polypeptide,173490,PDGFRA,5156,ENSG00000134853,ENST00000257290;;;ENST00000257290,same 700bp segment as KIT; fused to BCR or FIP1L1,Gastrointestinal stromal tumor/GIST-plus syndrome, somatic or familial,175510,,3,Pdgfra,,,,,,,,,
,,PDGFRA,Platelet-derived growth factor receptor, alpha polypeptide,173490,PDGFRA,5156,ENSG00000134853,ENST00000257290;;;ENST00000257290,same 700bp segment as KIT; fused to BCR or FIP1L1,Hypereosinophilic syndrome, idiopathic, resistant to imatinib,607685,Isolated cases; Somatic mutation,3,Pdgfra,,,,,,,,
,,KIT, PBT, MASTC,Hardy-Zuckerman 4 feline sarcoma (v-kit) oncogene,164920,KIT,3815,ENSG00000157404,ENST00000288135;;;ENST00000288135,same 700bp segment as PDGFRA,Gastrointestinal stromal tumor, familial,606764,Autosomal dominant; Isolated cases,3,Kit,,,,,,,,
,,KIT, PBT, MASTC,Hardy-Zuckerman 4 feline sarcoma (v-kit) oncogene,164920,KIT,3815,ENSG00000157404,ENST00000288135;;;ENST00000288135,same 700bp segment as PDGFRA,Germ cell tumors, somatic,273300,,3,Kit,,,,,,,,
,,KIT, PBT, MASTC,Hardy-Zuckerman 4 feline sarcoma (v-kit) oncogene,164920,KIT,3815,ENSG00000157404,ENST00000288135;;;ENST00000288135,same 700bp segment as PDGFRA,Leukemia, acute myeloid, somatic,601626,,3,Kit,,,,,,,
,,KIT, PBT, MASTC,Hardy-Zuckerman 4 feline sarcoma (v-kit) oncogene,164920,KIT,3815,ENSG00000157404,ENST00000288135;;;ENST00000288135,same 700bp segment as PDGFRA,Mastocytosis, cutaneous,154800,Autosomal dominant,3,Kit,,,,,,,,
,,KIT, PBT, MASTC,Hardy-Zuckerman 4 feline sarcoma (v-kit) oncogene,164920,KIT,3815,ENSG00000157404,ENST00000288135;;;ENST00000288135,same 700bp segment as PDGFRA,Mastocytosis, systemic, somatic,154800,,3,Kit,,,,,,,
,,KIT, PBT, MASTC,Hardy-Zuckerman 4 feline sarcoma (v-kit) oncogene,164920,KIT,3815,ENSG00000157404,ENST00000288135;;;ENST00000288135,same 700bp segment as PDGFRA,Piebaldism,172800,Autosomal dominant,3,Kit,,,,,,,,,
,,ETL3, FMTLE,Epilepsy, familial temporal lobe,3,611630,,100188848,,max lod at D4S1517,Epilepsy, familial temporal lobe,3,61163Autosomal dominant,2,,,,,,,,,
,,ATFB5,Atrial fibrillation, familial,5,611494,,100188842,,association with rs2200733 and rs10033464,{Atrial fibrillation, familial, 5},611494,,2,,,,,,,,,
,,HADHSC, SCHAD, HHF4,L-3-hydroxyacyl-CoA dehydrogenase, short chain,601609,HADH,3033,ENSG00000138796,ENST00000309522;;;ENST00000309522,,3-hydroxyacyl-CoA dehydrogenase deficiency,231530,Autosomal recessive,3,Hadh,,,,,,,,
,,HADHSC, SCHAD, HHF4,L-3-hydroxyacyl-CoA dehydrogenase, short chain,601609,HADH,3033,ENSG00000138796,ENST00000309522;;;ENST00000309522,,Hyperinsulinemic hypoglycemia, familial,4,609975,Autosomal recessive,3,Hadh,,,,,,
,,USP53, KIAA1350, PFIC7,Ubiquitin-specific peptidase 53,617431,USP53,54532,ENSG00000145390,ENST00000692078;;;ENST00000692078,,Cholestasis, progressive familial intrahepatic,7, with or without hearing loss,619658,Autosomal recessive,3,Usp53,,,,,,
,,AAA2,Aortic aneurysm, familial abdominal 2,609782,,100505390,,max lod at D4S1644,Aortic aneurysm, familial abdominal 2,609782,,2,,,,,,,,,,,
,,FGA,Fibrinogen, alpha polypeptide,134820,FGA,2243,ENSG00000171560,ENST00000403106;;;ENST00000403106,,Afibrinogenemia, congenital,202400,Autosomal recessive,3,Fga,,,,,,,,,
,,FGA,Fibrinogen, alpha polypeptide,134820,FGA,2243,ENSG00000171560,ENST00000403106;;;ENST00000403106,,Amyloidosis, familial visceral,105200,Autosomal dominant,3,Fga,,,,,,,,,
,,FGA,Fibrinogen, alpha polypeptide,134820,FGA,2243,ENSG00000171560,ENST00000403106;;;ENST00000403106,,Dysfibrinogenemia, congenital,616004,,Fga,,,,,,,,,,
,,FGA,Fibrinogen, alpha polypeptide,134820,FGA,2243,ENSG00000171560,ENST00000403106;;;ENST00000403106,,Hypodysfibrinogenemia, congenital,61600Fga,,,,,,,,,,,,
,,RAPGEF2, NRAPGEP, RAGEF, KIAA0313,Rap guanine nucleotide exchange factor 2,609530,RAPGEF2,9693,ENSG00000109756,ENST00000691494;;;ENST00000691494,mutation identified in 1 FAME7 patient,?Epilepsy, familial adult myoclonic,7,618075,Autosomal dominant,3,Rapgef2,,,,,,
,,MARCH6, TEB4, DOA10, KIAA0597, FAME3,Membrane-associated RING-CH finger protein 6,613297,MARCHF6,10299,ENSG00000145495,ENST00000274140;;;ENST00000274140,,Epilepsy, familial adult myoclonic,3,613608,Autosomal dominant,3,Marchf6,,,,,
,,GHR, GHIP,Growth hormone receptor,600946,GHR,2690,ENSG00000112964,ENST00000230882;;;ENST00000230882,,Growth hormone insensitivity, partial604271,Autosomal dominant,3,Ghr,,,,,,,,,,
,,GHR, GHIP,Growth hormone receptor,600946,GHR,2690,ENSG00000112964,ENST00000230882;;;ENST00000230882,,Increased responsiveness to growth hormone,604271,Autosomal dominant,3,Ghr,,,,,,,,,,
,,GHR, GHIP,Growth hormone receptor,600946,GHR,2690,ENSG00000112964,ENST00000230882;;;ENST00000230882,,Laron dwarfism,262500,Autosomal recessive,3,Ghr,,,,,,,,,,
,,GHR, GHIP,Growth hormone receptor,600946,GHR,2690,ENSG00000112964,ENST00000230882;;;ENST00000230882,,{Hypercholesterolemia, familial, modifier of},143890,Autosomal dominant; Autosomal recessive,3,Ghr,,,,,,,,
,,AAT2, FAA2,Aortic aneurysm, familial thoracic 2,607087,,252843,,,Aortic aneurysm, familial thoracic 2,607087,,2,,,,,,,,,,
,,MSH3, FAP4,mutS homolog 3,600887,MSH3,4437,ENSG00000113318,ENST00000265081;;;ENST00000265081,5' to DHFR,Endometrial carcinoma, somatic,608089,,Msh3,,,,,,,,,,
,,MSH3, FAP4,mutS homolog 3,600887,MSH3,4437,ENSG00000113318,ENST00000265081;;;ENST00000265081,5' to DHFR,Familial adenomatous polyposis 4,61710Autosomal recessive,3,Msh3,,,,,,,,,,,
,,ADGRV1, GPR98, MASS1, VLGR1, KIAA0686, FEB4, USH2C,Adhesion G protein-coupled receptor V1,602851,ADGRV1,84059,ENSG00000164199,ENST00000405460;;;ENST00000405460,mutation identified in 1 FEB4 family,?Febrile seizures, familial,4,604352,Autosomal dominant,3,Adgrv1,,,
,,ADGRV1, GPR98, MASS1, VLGR1, KIAA0686, FEB4, USH2C,Adhesion G protein-coupled receptor V1,602851,ADGRV1,84059,ENSG00000164199,ENST00000405460;;;ENST00000405460,mutation identified in 1 FEB4 family,Usher syndrome, type 2C,605472,Autosomal recessive; Digenic dominant,3,Adgrv1,,,,
,,ADGRV1, GPR98, MASS1, VLGR1, KIAA0686, FEB4, USH2C,Adhesion G protein-coupled receptor V1,602851,ADGRV1,84059,ENSG00000164199,ENST00000405460;;;ENST00000405460,mutation identified in 1 FEB4 family,Usher syndrome, type 2C, GPR98/PDZD7 digenic,605472,Autosomal recessive; Digenic dominant,3,Adgrv1,,,
,,LOX, AAT10,Lysyl oxidase,153455,LOX,4015,ENSG00000113083,ENST00000231004;;;ENST00000231004,,Aortic aneurysm, familial thoracic 10,617168,Autosomal dominant,3,Lox,,,,,,,,,
,,EOS,Eosinophilia, familial,131400,,7908,,,Eosinophilia, familial,131400,Autosomal dominant,2,,,,,,,,,,,
,,KIF20A, RAB6KIFL, RCM6,Kinesin family member 20A,605664,KIF20A,10112,ENSG00000112984,ENST00000394894;;;ENST00000394894,mutation identified in 1 RCM6 family,?Cardiomyopathy, familial restrictive,6,619433,Autosomal recessive,3,Kif20a,,,,,,,
,,GABRG2, DEE74, FEB8, ECA2, GEFSP3,Gamma-aminobutyric acid (GABA) A receptor, gamma-2,137164,GABRG2,2566,ENSG00000113327,ENST00000639213;;;ENST00000639213,in alpha/beta/gamma cluster,Developmental and epileptic encephalopathy 74,618396,Autosomal dominant,3,Gabrg2,,,,,,
,,GABRG2, DEE74, FEB8, ECA2, GEFSP3,Gamma-aminobutyric acid (GABA) A receptor, gamma-2,137164,GABRG2,2566,ENSG00000113327,ENST00000639213;;;ENST00000639213,in alpha/beta/gamma cluster,Febrile seizures, familial,8,607681,Autosomal dominant,3,Gabrg2,,,,
,,GABRG2, DEE74, FEB8, ECA2, GEFSP3,Gamma-aminobutyric acid (GABA) A receptor, gamma-2,137164,GABRG2,2566,ENSG00000113327,ENST00000639213;;;ENST00000639213,in alpha/beta/gamma cluster,Generalized epilepsy with febrile seizures plus, type 3,607681,Autosomal dominant,3,Gabrg2,,,,,
,,DDX41, ABS, MPLPF,DEAD-box helicase 41,608170,DDX41,51428,ENSG00000183258,ENST00000330503;;;ENST00000330503,,{Myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to},616871,Autosomal dominant,3,Ddx41,,,,,,,
,,GCM2, GCMB, HRPT4, FIH2,Glial cells missing transcription factor 2,603716,GCM2,9247,ENSG00000124827,ENST00000379491;;;ENST00000379491,,Hyperparathyroidism 4,617343,Autosomal dominant,3,Gcm2,,,,,,,,
,,GCM2, GCMB, HRPT4, FIH2,Glial cells missing transcription factor 2,603716,GCM2,9247,ENSG00000124827,ENST00000379491;;;ENST00000379491,,Hypoparathyroidism, familial isolated 2,618883,Autosomal dominant; Autosomal recessive,3,Gcm2,,,,,,,
,,ATPLS,Antiphospholipid syndrome, familial,107320,,100499532,,possible linkage with HLA-DRB1*14,?Antiphospholipid syndrome, familial,10732Autosomal dominant,2,,,,,,,,,,,,
,,IL17F, ML1, CANDF6,Interleukin 17F,606496,IL17F,112744,ENSG00000112116,ENST00000336123;;;ENST00000336123,mutation identified in 1 CANDF6 family,?Candidiasis, familial,6, autosomal dominant,613956,,3,Il17f,,,,,,
,,BPPV,Vertigo, benign paroxysmal positional,193007,,619536,,max lod at D6S1556,Vestibulopathy, familial,193007,Autosomal dominant,2,,,,,,,,,,,
,,ATFB2,Atrial fibrillation, familial,2,608988,,619478,,max lod between  D6S286 and D6S1021,Atrial fibrillation, familial,2,608982,,,,,,,,,,,
,,TRAF3IP2, C6orf5, ACT1, CIKS, C6orf4, C6orf6, PSORS13, CANDF8,TRAF3-interacting protein 2,607043,TRAF3IP2,10758,ENSG00000056972,ENST00000368761;;;ENST00000368761,mutation identified in 1 family with CANDF8,?Candidiasis, familial,8,615527,Autosomal recessive,3,Traf3ip2,,
,,TRAF3IP2, C6orf5, ACT1, CIKS, C6orf4, C6orf6, PSORS13, CANDF8,TRAF3-interacting protein 2,607043,TRAF3IP2,10758,ENSG00000056972,ENST00000368761;;;ENST00000368761,mutation identified in 1 family with CANDF8,{Psoriasis susceptibility 13},614070,,3,Traf3ip2,,,,
,,FEB5,Febrile seizures, familial,5,609255,,619398,,between D6S1572 and D6S472,Febrile seizures, familial,5,609255,Autosomal dominant,2,,,,,,,,,
,,TNFAIP3, A20, OTUD7C, AIFBL1,Tumor necrosis factor-alpha-induced protein 3,191163,TNFAIP3,7128,ENSG00000118503,ENST00000612899;;;ENST00000612899,,Autoinflammatory syndrome, familial, Behcet-like 1,616744,Autosomal dominant,3,Tnfaip3,,,,,,
,,STX11, FHL4, HPLH4, HLH4,Syntaxin-11,605014,STX11,8676,ENSG00000135604,ENST00000367568;;;ENST00000367568,,Hemophagocytic lymphohistiocytosis, familial,4,603552,Autosomal recessive,3,Stx11,,,,,,
,,GSBS,G-substrate,604088,PPP1R17,10842,ENSG00000106341,ENST00000342032;;;ENST00000342032,,{Hypercholesterolemia, susceptibility to},143890,Autosomal dominant; Autosomal recessive,3,Ppp1r17,,,,,,,,,,
,,GCK, HHF3, PNDM1,Glucokinase (hexokinase-4),138079,GCK,2645,ENSG00000106633,ENST00000403799;;;ENST00000403799,proximal to TCRB,Diabetes mellitus, noninsulin-dependent, late onset,125853,Autosomal dominant,3,Gck,,,,,,,
,,GCK, HHF3, PNDM1,Glucokinase (hexokinase-4),138079,GCK,2645,ENSG00000106633,ENST00000403799;;;ENST00000403799,proximal to TCRB,Diabetes mellitus, permanent neonatal 1,606176,Autosomal recessive,3,Gck,,,,,,,,
,,GCK, HHF3, PNDM1,Glucokinase (hexokinase-4),138079,GCK,2645,ENSG00000106633,ENST00000403799;;;ENST00000403799,proximal to TCRB,Hyperinsulinemic hypoglycemia, familial,3,602485,Autosomal dominant,3,Gck,,,,,,,
,,GCK, HHF3, PNDM1,Glucokinase (hexokinase-4),138079,GCK,2645,ENSG00000106633,ENST00000403799;;;ENST00000403799,proximal to TCRB,MODY, type II125851,Autosomal dominant,3,Gck,,,,,,,,,
,,CMH21,Cardiomyopathy, familial hypertrophic,21,614676,,100909387,,max lod at D7S669,Cardiomyopathy, hypertrophic,21,61467Autosomal dominant,2,,,,,,,,,,
,,ABCB4, PGY3, MDR3, ICP3,ATP-binding cassette, subfamily B, member 4 (P-glycoprotein-3/multiple drug resistance-3),171060,ABCB4,5244,ENSG00000005471,ENST00000649586;;;ENST00000649586,within 500kb of MDR1,Cholestasis, intrahepatic, of pregnancy,3,614972,Autosomal dominant; Autosomal recessive,3,Abcb4,,,
,,ABCB4, PGY3, MDR3, ICP3,ATP-binding cassette, subfamily B, member 4 (P-glycoprotein-3/multiple drug resistance-3),171060,ABCB4,5244,ENSG00000005471,ENST00000649586;;;ENST00000649586,within 500kb of MDR1,Cholestasis, progressive familial intrahepatic 3,602347,Autosomal recessive,3,Abcb4,,,,,
,,ABCB4, PGY3, MDR3, ICP3,ATP-binding cassette, subfamily B, member 4 (P-glycoprotein-3/multiple drug resistance-3),171060,ABCB4,5244,ENSG00000005471,ENST00000649586;;;ENST00000649586,within 500kb of MDR1,Gallbladder disease 1,600803,Autosomal dominant; Autosomal recessive,3,Abcb4,,,,,,
,,SAMD9, NFTC, MIRAGE, M7MLS2,Sterile alpha motif domain-containing protein 9,610456,SAMD9,54809,ENSG00000205413,ENST00000379958;;;ENST00000379958,,MIRAGE syndrome,617053,Autosomal dominant,3,,,,,,,,,
,,SAMD9, NFTC, MIRAGE, M7MLS2,Sterile alpha motif domain-containing protein 9,610456,SAMD9,54809,ENSG00000205413,ENST00000379958;;;ENST00000379958,,Monosomy 7 myelodysplasia and leukemia syndrome 2,619041,Autosomal dominant,3,,,,,,,,,
,,SAMD9, NFTC, MIRAGE, M7MLS2,Sterile alpha motif domain-containing protein 9,610456,SAMD9,54809,ENSG00000205413,ENST00000379958;;;ENST00000379958,,Tumoral calcinosis, familial, normophosphatemic,610455,Autosomal recessive,3,,,,,,,
,,EPO, MVCD2, ECYT5, DBAL,Erythropoietin,133170,EPO,2056,ENSG00000130427,ENST00000252723;;;ENST00000252723,mutation identified in 1 DBAL family,?Diamond-Blackfan anemia-like,617911,Autosomal recessive,3,Epo,,,,,,,,
,,EPO, MVCD2, ECYT5, DBAL,Erythropoietin,133170,EPO,2056,ENSG00000130427,ENST00000252723;;;ENST00000252723,mutation identified in 1 DBAL family,Erythrocytosis, familial,5,617907,Autosomal dominant,3,Epo,,,,,,
,,EPO, MVCD2, ECYT5, DBAL,Erythropoietin,133170,EPO,2056,ENSG00000130427,ENST00000252723;;;ENST00000252723,mutation identified in 1 DBAL family,{Microvascular complications of diabetes 2},612623,,3,Epo,,,,,,,,
,,RELN, RL, LIS2, ETL7,Reelin,600514,RELN,5649,ENSG00000189056,ENST00000428762;;;ENST00000428762,,Lissencephaly 2 (Norman-Roberts type),257320,Autosomal recessive,3,Reln,,,,,,,,
,,RELN, RL, LIS2, ETL7,Reelin,600514,RELN,5649,ENSG00000189056,ENST00000428762;;;ENST00000428762,,{Epilepsy, familial temporal lobe, 7},616436,Autosomal dominant,3,Reln,,,,,,
,,CAV1, BSCL3, CGL3, PPH3, LCCNS,Caveolin-1,601047,CAV1,857,ENSG00000105974,ENST00000341049;;;ENST00000341049,,Lipodystrophy, congenital generalized, type 3,612526,Autosomal recessive,3,Cav1,,,,,
,,CAV1, BSCL3, CGL3, PPH3, LCCNS,Caveolin-1,601047,CAV1,857,ENSG00000105974,ENST00000341049;;;ENST00000341049,,Lipodystrophy, familial partial, type 7,606721,Autosomal dominant,3,Cav1,,,,,
,,CAV1, BSCL3, CGL3, PPH3, LCCNS,Caveolin-1,601047,CAV1,857,ENSG00000105974,ENST00000341049;;;ENST00000341049,,Pulmonary hypertension, primary,3,615343,Autosomal dominant,3,Cav1,,,,,
,,MET, DFNB97, OSFD, DA11,MET protooncogene, receptor tyrosine kinase,164860,MET,4233,ENSG00000105976,ENST00000397752;;;ENST00000397752,mutation identified in 1 DFNB97 family and 1 DA11 family,?Arthrogryposis, distal, type 11,620019,Autosomal dominant,3,Met,,,,,
,,MET, DFNB97, OSFD, DA11,MET protooncogene, receptor tyrosine kinase,164860,MET,4233,ENSG00000105976,ENST00000397752;;;ENST00000397752,mutation identified in 1 DFNB97 family and 1 DA11 family,?Deafness, autosomal recessive 97,616705,Autosomal recessive,3,Met,,,,,,
,,MET, DFNB97, OSFD, DA11,MET protooncogene, receptor tyrosine kinase,164860,MET,4233,ENSG00000105976,ENST00000397752;;;ENST00000397752,mutation identified in 1 DFNB97 family and 1 DA11 family,Hepatocellular carcinoma, childhood type, somatic,114550,,3,Met,,,,,
,,MET, DFNB97, OSFD, DA11,MET protooncogene, receptor tyrosine kinase,164860,MET,4233,ENSG00000105976,ENST00000397752;;;ENST00000397752,mutation identified in 1 DFNB97 family and 1 DA11 family,Renal cell carcinoma, papillary,1, familial and somatic,605074,,3,Met,,,,
,,MET, DFNB97, OSFD, DA11,MET protooncogene, receptor tyrosine kinase,164860,MET,4233,ENSG00000105976,ENST00000397752;;;ENST00000397752,mutation identified in 1 DFNB97 family and 1 DA11 family,{Osteofibrous dysplasia, susceptibility to},607278,Autosomal dominant,3,Met,,,,,,
,,FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5,Filamin C (actin-binding protein-280),102565,FLNC,2318,ENSG00000128591,ENST00000325888;;;ENST00000325888,,Cardiomyopathy, familial hypertrophic,26,617047,Autosomal dominant,3,Flnc,,
,,FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5,Filamin C (actin-binding protein-280),102565,FLNC,2318,ENSG00000128591,ENST00000325888;;;ENST00000325888,,Cardiomyopathy, familial restrictive 5,617047,Autosomal dominant,3,Flnc,,,
,,FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5,Filamin C (actin-binding protein-280),102565,FLNC,2318,ENSG00000128591,ENST00000325888;;;ENST00000325888,,Myopathy, distal,4,614065,Autosomal dominant,3,Flnc,,
,,FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5,Filamin C (actin-binding protein-280),102565,FLNC,2318,ENSG00000128591,ENST00000325888;;;ENST00000325888,,Myopathy, myofibrillar,5,609524,Autosomal dominant,3,Flnc,,
,,BPGM, ECYT8,2,3-bisphosphoglycerate mutase,613896,BPGM,669,ENSG00000172331,ENST00000344924;;;ENST00000344924,,Erythrocytosis, familial,8,22280Autosomal recessive,3,Bpgm,,,,,,,,
,,DPP6, VF2, MRD33,Dipeptidylpeptidase VI,126141,DPP6,1804,ENSG00000130226,ENST00000377770;;;ENST00000377770,,Intellectual developmental disorder, autosomal dominant 33,616311,Autosomal dominant,3,Dpp6,,,,,,,,
,,DPP6, VF2, MRD33,Dipeptidylpeptidase VI,126141,DPP6,1804,ENSG00000130226,ENST00000377770;;;ENST00000377770,,{Ventricular fibrillation, paroxysmal familial, 2},612956,Autosomal dominant,3,Dpp6,,,,,,,
,,LPL, LIPD, HDLCQ11,Lipoprotein lipase,609708,LPL,4023,ENSG00000175445,ENST00000650287;;;ENST00000650287,,Combined hyperlipidemia, familial,144250,Autosomal dominant,3,Lpl,,,,,,,,
,,LPL, LIPD, HDLCQ11,Lipoprotein lipase,609708,LPL,4023,ENSG00000175445,ENST00000650287;;;ENST00000650287,,Lipoprotein lipase deficiency,23860Autosomal recessive,3,Lpl,,,,,,,,,,
,,LPL, LIPD, HDLCQ11,Lipoprotein lipase,609708,LPL,4023,ENSG00000175445,ENST00000650287;;;ENST00000650287,,[High density lipoprotein cholesterol level QTL 11],238600,Autosomal recessive,3,Lpl,,,,,,,,,
,,EPHX2,Epoxide hydrolase 2, cytoplasmic,132811,EPHX2,2053,ENSG00000120915,ENST00000521400;;;ENST00000521400,,{Hypercholesterolemia, familial, due to LDLR defect, modifier of},143890,Autosomal dominant; Autosomal recessive,3,Ephx2,,,,,,,
,,FEB1,Febrile seizures, familial,1,121210,,2233,,,Febrile seizures, familial,1,121210,Autosomal dominant,2,,,,,,,,,
,,CPA6, CPAH, ETL5, FEB11,Carboxypeptidase A6,609562,CPA6,57094,ENSG00000165078,ENST00000297770;;;ENST00000297770,,Epilepsy, familial temporal lobe,5,614417,Autosomal dominant; Autosomal recessive,3,Cpa6,,,,,,
,,CPA6, CPAH, ETL5, FEB11,Carboxypeptidase A6,609562,CPA6,57094,ENSG00000165078,ENST00000297770;;;ENST00000297770,,Febrile seizures, familial,11,61441Autosomal recessive,3,Cpa6,,,,,,,
,,TRPA1, ANKTM1, FEPS1,Transient receptor potential cation channel, subfamily A, member 1,604775,TRPA1,8989,ENSG00000104321,ENST00000262209;;;ENST00000262209,mutation identified in 1 FEPS1 family,?Episodic pain syndrome, familial,1,615040,Autosomal dominant,3,Trpa1,,,,,
,,SAMD12,Sterile alpha motif domain containing 12,618073,SAMD12,401474,ENSG00000177570,ENST00000314727;;;ENST00000314727,,Epilepsy, familial adult myoclonic,1,601068,Autosomal dominant,3,Samd12,,,,,,,,,
,,AAA3,Aneurysm, familial abdominal 3,611891,,100188857,,associated with rs10757278,{Aneurysm, familial abdominal 3},611891,,2,,,,,,,,,,,
,,MFT2, TEM,Trichoepithelioma, multiple familial,2,612099,,100188881,,max lod at D9S171,Trichoepithelioma, multiple familial,2,612099,,2,,,,,,,,
,,ETL4, ETOLM,Epilepsy, familial temporal lobe,4,611631,,100144434,,between GATA152H04 and D9S253,Epilepsy, familial temporal lobe,4,611631,Autosomal dominant,2,,,,,,,,
,,TJP2, ZO2, PFIC4, FHCA1,Tight junction protein 2,607709,TJP2,9414,ENSG00000119139,ENST00000377245;;;ENST00000377245,,Cholestasis, progressive familial intrahepatic 4,615878,Autosomal recessive,3,Tjp2,,,,,,,
,,TJP2, ZO2, PFIC4, FHCA1,Tight junction protein 2,607709,TJP2,9414,ENSG00000119139,ENST00000377245;;;ENST00000377245,,Hypercholanemia, familial 1,607748,Autosomal recessive,3,Tjp2,,,,,,,
,,FHL1, HPLH1, HLH1,Hemophagocytic lymphohistiocytosis, familial,1,267700,,27259,,,Hemophagocytic lymphohistiocytosis, familial,1,26770Autosomal recessive,2,,,,,,,,
,,ABCA1, ABC1, HPALP1, TGD, HDLCQTL13,ATP-binding cassette 1,600046,ABCA1,19,ENSG00000165029,ENST00000374736;;;ENST00000374736,,HDL deficiency, familial,1,604091,Autosomal dominant,3,Abca1,,,,,
,,ABCA1, ABC1, HPALP1, TGD, HDLCQTL13,ATP-binding cassette 1,600046,ABCA1,19,ENSG00000165029,ENST00000374736;;;ENST00000374736,,Tangier disease,20540Autosomal recessive,3,Abca1,,,,,,,,
,,ELP1, IKBKAP, IKAP,Elongator complex protein 1,603722,ELP1,8518,ENSG00000070061,ENST00000374647;;;ENST00000374647,,Dysautonomia, familial,22390Autosomal recessive,3,Elp1,,,,,,,,,
,,ELP1, IKBKAP, IKAP,Elongator complex protein 1,603722,ELP1,8518,ENSG00000070061,ENST00000374647;;;ENST00000374647,,{Medulloblastoma},15525Autosomal dominant; Autosomal recessive; Somatic mutation,3,Elp1,,,,,,,,,,
,,KIF12, PFIC8,Kinesin family member 12,611278,KIF12,113220,ENSG00000136883,ENST00000640217;;;ENST00000640217,,Cholestasis, progressive familial intrahepatic,8,619662,Autosomal recessive,3,Kif12,,,,,,,,
,,PRKG1, PRKG1B, PRKGR1B, AAT8,Protein kinase, cGMP-dependent, regulatory, type I,176894,PRKG1,5592,ENSG00000185532,ENST00000373980;;;ENST00000373980,Aortic aneurysm, familial thoracic 8,615436,Autosomal dominant,3,Prkg1,,,,,
,,CTNNA3, ARVD13,Catenin, alpha-3,607667,CTNNA3,29119,ENSG00000183230,ENST00000433211;;;ENST00000433211,,Arrhythmogenic right ventricular dysplasia, familial,13,615616,Autosomal dominant,3,Ctnna3,,,,,,,
,,MYPN, CMD1DD, CMH22, RCM4, CMYP24,Myopalladin,608517,MYPN,84665,ENSG00000138347,ENST00000358913;;;ENST00000358913,,Cardiomyopathy, dilated, 1KK,615248,Autosomal dominant,3,Mypn,,,,,
,,MYPN, CMD1DD, CMH22, RCM4, CMYP24,Myopalladin,608517,MYPN,84665,ENSG00000138347,ENST00000358913;;;ENST00000358913,,Cardiomyopathy, familial restrictive,4,615248,Autosomal dominant,3,Mypn,,,,,
,,MYPN, CMD1DD, CMH22, RCM4, CMYP24,Myopalladin,608517,MYPN,84665,ENSG00000138347,ENST00000358913;;;ENST00000358913,,Cardiomyopathy, hypertrophic,22,615248,Autosomal dominant,3,Mypn,,,,,
,,MYPN, CMD1DD, CMH22, RCM4, CMYP24,Myopalladin,608517,MYPN,84665,ENSG00000138347,ENST00000358913;;;ENST00000358913,,Congenital myopathy 24,61733Autosomal recessive,3,Mypn,,,,,,,,
