Gene Map Search - 'familial hypercholesterolemia '
Downloaded:	Jun 06, 2023
Copyright (c) 1966-2023 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
11q24.3	11:128891356-128921163	KCNJ5, GIRK4, KATP1, LQT13	Potassium inwardly-rectifying channel, subfamily J, member 5	600734	KCNJ5	3762	ENSG00000120457,ENST00000529694;;;ENST00000529694		Long QT syndrome 13	613485	Autosomal dominant	3	Kcnj5
12p13.32	12:4368227-4379712	FGF23, ADHR, HPDR2, PHPTC, HFTC2	Fibroblast growth factor 23	605380	FGF23	8074	ENSG00000118972,ENST00000237837;;;ENST00000237837		Hypophosphatemic rickets, autosomal dominant	193100	Autosomal dominant	3	Fgf23
12p13.32	12:4368227-4379712	FGF23, ADHR, HPDR2, PHPTC, HFTC2	Fibroblast growth factor 23	605380	FGF23	8074	ENSG00000118972,ENST00000237837;;;ENST00000237837		Tumoral calcinosis, hyperphosphatemic, familial, 2	617993	Autosomal recessive	3	Fgf23
12p13.32	12:5043879-5046788	KCNA5, ATFB7	Potassium voltage-gated channel, shaker-related subfamily, member 5	176267	KCNA5	3741	ENSG00000130037,ENST00000252321;;;ENST00000252321		Atrial fibrillation, familial, 7	612240	Autosomal dominant	3	Kcna5
12p13.31	12:6328771-6342076	TNFRSF1A, TNFR1, TNFAR, FPF, MS5	Tumor necrosis factor receptor superfamily, member 1A	191190	TNFRSF1A	7132	ENSG00000067182,ENST00000162749;;;ENST00000162749		Periodic fever, familial	142680	Autosomal dominant	3	Tnfrsf1a
12p13.31	12:6328771-6342076	TNFRSF1A, TNFR1, TNFAR, FPF, MS5	Tumor necrosis factor receptor superfamily, member 1A	191190	TNFRSF1A	7132	ENSG00000067182,ENST00000162749;;;ENST00000162749		{Multiple sclerosis, susceptibility to, 5}	614810		3	Tnfrsf1a
12p13.31	12:8645943-8662826	MFAP5, MAGP2, AAT9	Microfibril-associated protein 5	601103	MFAP5	8076	ENSG00000197614,ENST00000359478;;;ENST00000359478		Aortic aneurysm, familial thoracic 9	616166	Autosomal dominant	3	Mfap5
12p13.2	12:10116777-10130304	CLEC7A, CLECSF12, DECTIN1, CANDF4	C-type lectin domain family 7, member A	606264	CLEC7A	64581	ENSG00000172243,ENST00000304084;;;ENST00000304084	in natural killer gene complex	Candidiasis, familial, 4, autosomal recessive	613108	Autosomal recessive	3	Clec7a
12p13.2	12:10116777-10130304	CLEC7A, CLECSF12, DECTIN1, CANDF4	C-type lectin domain family 7, member A	606264	CLEC7A	64581	ENSG00000172243,ENST00000304084;;;ENST00000304084	in natural killer gene complex	{Aspergillosis, susceptibility to}	614079		3	Clec7a
12p12.1	12:21797389-21941426	ABCC9, SUR2, CMD1O, ATFB12, CANTU, IDMYS	ATP-binding cassette, subfamily C, member 9 (sulfonylurea receptor 2)	601439	ABCC9	10060	ENSG00000069431,ENST00000261200;;;ENST00000261200	mutation identified in 1 ATFB12 patient	?Atrial fibrillation, familial, 12	614050	Autosomal dominant	3	Abcc9
12p12.1	12:21797389-21941426	ABCC9, SUR2, CMD1O, ATFB12, CANTU, IDMYS	ATP-binding cassette, subfamily C, member 9 (sulfonylurea receptor 2)	601439	ABCC9	10060	ENSG00000069431,ENST00000261200;;;ENST00000261200	mutation identified in 1 ATFB12 patient	Cardiomyopathy, dilated, 1O	608569	Autosomal dominant	3	Abcc9
12p12.1	12:21797389-21941426	ABCC9, SUR2, CMD1O, ATFB12, CANTU, IDMYS	ATP-binding cassette, subfamily C, member 9 (sulfonylurea receptor 2)	601439	ABCC9	10060	ENSG00000069431,ENST00000261200;;;ENST00000261200	mutation identified in 1 ATFB12 patient	Hypertrichotic osteochondrodysplasia (Cantu syndrome)	239850	Autosomal dominant	3	Abcc9
12p12.1	12:21797389-21941426	ABCC9, SUR2, CMD1O, ATFB12, CANTU, IDMYS	ATP-binding cassette, subfamily C, member 9 (sulfonylurea receptor 2)	601439	ABCC9	10060	ENSG00000069431,ENST00000261200;;;ENST00000261200	mutation identified in 1 ATFB12 patient	Intellectual disability and myopathy syndrome	619719	Autosomal recessive	3	Abcc9
12p12.1	12:26120030-26125037	BHLHE41, BHLHB3, DEC2, SHARP1, FNSS1	Basic helix-loop-helix domain-containing protein, member E41	606200	BHLHE41	79365	ENSG00000123095,ENST00000242728;;;ENST00000242728		[Short sleep, familial natural, 1]	612975	Autosomal dominant	3	Bhlhe41
12p11.23-q13.12	12:26300001-51100000	AD5	Alzheimer disease, familial, type 5	602096		8081			Alzheimer disease-5	602096	Autosomal dominant	2	
12q13.13	12:51591233-51812864	SCN8A, CIAT, DEE13, BFIS5, MYOCL2	Sodium voltage-gated channel, alpha subunit 8	600702	SCN8A	6334	ENSG00000196876,ENST00000627620;;;ENST00000627620	mutation identified in 1 MYOCL2 family	?Myoclonus, familial, 2	618364	Autosomal dominant	3	Scn8a
12q13.13	12:51591233-51812864	SCN8A, CIAT, DEE13, BFIS5, MYOCL2	Sodium voltage-gated channel, alpha subunit 8	600702	SCN8A	6334	ENSG00000196876,ENST00000627620;;;ENST00000627620	mutation identified in 1 MYOCL2 family	Cognitive impairment with or without cerebellar ataxia	614306	Autosomal dominant	3	Scn8a
12q13.13	12:51591233-51812864	SCN8A, CIAT, DEE13, BFIS5, MYOCL2	Sodium voltage-gated channel, alpha subunit 8	600702	SCN8A	6334	ENSG00000196876,ENST00000627620;;;ENST00000627620	mutation identified in 1 MYOCL2 family	Developmental and epileptic encephalopathy 13	614558	Autosomal dominant	3	Scn8a
12q13.13	12:51591233-51812864	SCN8A, CIAT, DEE13, BFIS5, MYOCL2	Sodium voltage-gated channel, alpha subunit 8	600702	SCN8A	6334	ENSG00000196876,ENST00000627620;;;ENST00000627620	mutation identified in 1 MYOCL2 family	Seizures, benign familial infantile, 5	617080	Autosomal dominant	3	Scn8a
12q13.2	12:56080108-56103505	ERBB3, LCCS2, FERLK, VSCN1	Transformation gene ERBB-3	190151	ERBB3	2065	ENSG00000065361,ENST00000267101;;;ENST00000267101	mutations identified in 1 LCCS2 family and 1 FERLK family	?Lethal congenital contractural syndrome 2	607598	Autosomal recessive	3	Erbb3
12q13.2	12:56080108-56103505	ERBB3, LCCS2, FERLK, VSCN1	Transformation gene ERBB-3	190151	ERBB3	2065	ENSG00000065361,ENST00000267101;;;ENST00000267101	mutations identified in 1 LCCS2 family and 1 FERLK family	Visceral neuropathy, familial, 1, autosomal recessive	243180	Autosomal recessive	3	Erbb3
12q13.2	12:56080108-56103505	ERBB3, LCCS2, FERLK, VSCN1	Transformation gene ERBB-3	190151	ERBB3	2065	ENSG00000065361,ENST00000267101;;;ENST00000267101	mutations identified in 1 LCCS2 family and 1 FERLK family	{?Erythroleukemia, familial, susceptibility to}	133180	Autosomal dominant	3	Erbb3
12q13.3	12:56200001-57700000	AAA4	Aortic aneurysm, familial abdominal, 4	614375		100859927		associated with rs1466535	Aortic aneurysm, familial abdominal, 4	614375		2	
12q13.3	12:56416363-56449426	TIMELESS, TIM, TIM1, FASPS4	Timeless circadian regulator	603887	TIMELESS	8914	ENSG00000111602,ENST00000553532;;;ENST00000553532	mutation identified in 1 FASPS4 family	?Advance sleep phase syndrome, familial, 4	620015	Autosomal dominant	3	Timeless
12q22-q23.3	12:92200001-108600000	ETL2, FTLE	Epilepsy, familial temporal lobe	608096		619399		max lod at D12S1706	Epilepsy, familial temporal lobe, 2	608096	Autosomal dominant	2	
12q23.1	12:100473866-100564414	NR1H4, FXR, RIP14, PFIC5	Nuclear receptor subfamily 1 group H member 4	603826	NR1H4	9971	ENSG00000012504,ENST00000392986;;;ENST00000392986		Cholestasis, progressive familial intrahepatic, 5	617049	Autosomal recessive	3	Nr1h4
12q24.1	12:108600001-113900000	STUT2	Stuttering, familial persistent, 2	609261		100049543		max lod with PAH	Stuttering, familial persistent, 2	609261		2	
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	?Avascular necrosis of femoral head, primary, 2	617383	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	Brachyolmia type 3	113500	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	Digital arthropathy-brachydactyly, familial	606835	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	Hereditary motor and sensory neuropathy, type IIc	606071	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	Metatropic dysplasia	156530	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	Neuronopathy, distal hereditary motor, type VIII	600175	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	Parastremmatic dwarfism	168400	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	Scapuloperoneal spinal muscular atrophy	181405	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	SED, Maroteaux type	184095	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	Spondylometaphyseal dysplasia, Kozlowski type	184252	Autosomal dominant	3	Trpv4
12q24.11	12:109783087-109833398	TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3	Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)	605427	TRPV4	59341	ENSG00000111199,ENST00000261740;;;ENST00000261740	mutation identified in 1 ANFH2 family	[Sodium serum level QTL 1]	613508		3	Trpv4
13q13.1	13:32315508-32400268	BRCA2, FANCD1, BROVCA2, GLM3, PNCA2	BRCA2 DNA repair-associated protein	600185	BRCA2	675	ENSG00000139618,ENST00000380152;;;ENST00000380152		Fanconi anemia, complementation group D1	605724	Autosomal recessive	3	Brca2
13q13.1	13:32315508-32400268	BRCA2, FANCD1, BROVCA2, GLM3, PNCA2	BRCA2 DNA repair-associated protein	600185	BRCA2	675	ENSG00000139618,ENST00000380152;;;ENST00000380152		Wilms tumor	194070	Autosomal dominant; Somatic mutation	3	Brca2
13q13.1	13:32315508-32400268	BRCA2, FANCD1, BROVCA2, GLM3, PNCA2	BRCA2 DNA repair-associated protein	600185	BRCA2	675	ENSG00000139618,ENST00000380152;;;ENST00000380152		{Breast cancer, male, susceptibility to}	114480	Autosomal dominant; Somatic mutation	3	Brca2
13q13.1	13:32315508-32400268	BRCA2, FANCD1, BROVCA2, GLM3, PNCA2	BRCA2 DNA repair-associated protein	600185	BRCA2	675	ENSG00000139618,ENST00000380152;;;ENST00000380152		{Breast-ovarian cancer, familial, 2}	612555	Autosomal dominant	3	Brca2
13q13.1	13:32315508-32400268	BRCA2, FANCD1, BROVCA2, GLM3, PNCA2	BRCA2 DNA repair-associated protein	600185	BRCA2	675	ENSG00000139618,ENST00000380152;;;ENST00000380152		{Glioblastoma 3}	613029	Autosomal recessive	3	Brca2
13q13.1	13:32315508-32400268	BRCA2, FANCD1, BROVCA2, GLM3, PNCA2	BRCA2 DNA repair-associated protein	600185	BRCA2	675	ENSG00000139618,ENST00000380152;;;ENST00000380152		{Medulloblastoma}	155255	Autosomal dominant; Autosomal recessive; Somatic mutation	3	Brca2
13q13.1	13:32315508-32400268	BRCA2, FANCD1, BROVCA2, GLM3, PNCA2	BRCA2 DNA repair-associated protein	600185	BRCA2	675	ENSG00000139618,ENST00000380152;;;ENST00000380152		{Pancreatic cancer 2}	613347		3	Brca2
13q13.1	13:32315508-32400268	BRCA2, FANCD1, BROVCA2, GLM3, PNCA2	BRCA2 DNA repair-associated protein	600185	BRCA2	675	ENSG00000139618,ENST00000380152;;;ENST00000380152		{Prostate cancer}	176807	Autosomal dominant; Somatic mutation	3	Brca2
13q13.1	13:33016243-33066143	KL, KLOTHO, HFTC3	Klotho	604824	KL	9365	ENSG00000133116,ENST00000380099;;;ENST00000380099	mutation identified in 1 HFTC3 patient	?Tumoral calcinosis, hyperphosphatemic, familial, 3	617994	Autosomal recessive	3	Kl
13q14.2	13:48233206-48270357	ITM2B, BRI, ABRI, FBD, RDGCA	Integral membrane protein 2B (BRI gene)	603904	ITM2B	9445	ENSG00000136156,ENST00000647800;;;ENST00000647800	mutation identified in 1 RDGCA family	?Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities	616079	Autosomal dominant	3	Itm2b
13q14.2	13:48233206-48270357	ITM2B, BRI, ABRI, FBD, RDGCA	Integral membrane protein 2B (BRI gene)	603904	ITM2B	9445	ENSG00000136156,ENST00000647800;;;ENST00000647800	mutation identified in 1 RDGCA family	Dementia, familial British	176500	Autosomal dominant	3	Itm2b
13q14.2	13:48233206-48270357	ITM2B, BRI, ABRI, FBD, RDGCA	Integral membrane protein 2B (BRI gene)	603904	ITM2B	9445	ENSG00000136156,ENST00000647800;;;ENST00000647800	mutation identified in 1 RDGCA family	Dementia, familial Danish	117300	Autosomal dominant	3	Itm2b
14q24.1	14:69775416-69797241	SLC10A1, NTCP1, FHCA2	Solute carrier family 10 (sodium/bile acid cotransporter family), member 1	182396	SLC10A1	6554	ENSG00000100652,ENST00000216540;;;ENST00000216540		Hypercholanemia, familial 2	619256	Autosomal recessive	3	Slc10a1
14q24.2	14:73136417-73223691	PSEN1, AD3, ACNINV3	Presenilin 1	104311	PSEN1	5663	ENSG00000080815,ENST00000324501;;;ENST00000324501	mutation identified in 1 ACNINV3 family	?Acne inversa, familial, 3	613737	Autosomal dominant	3	Psen1
14q24.2	14:73136417-73223691	PSEN1, AD3, ACNINV3	Presenilin 1	104311	PSEN1	5663	ENSG00000080815,ENST00000324501;;;ENST00000324501	mutation identified in 1 ACNINV3 family	Alzheimer disease, type 3	607822	Autosomal dominant	3	Psen1
14q24.2	14:73136417-73223691	PSEN1, AD3, ACNINV3	Presenilin 1	104311	PSEN1	5663	ENSG00000080815,ENST00000324501;;;ENST00000324501	mutation identified in 1 ACNINV3 family	Alzheimer disease, type 3, with spastic paraparesis and apraxia	607822	Autosomal dominant	3	Psen1
14q24.2	14:73136417-73223691	PSEN1, AD3, ACNINV3	Presenilin 1	104311	PSEN1	5663	ENSG00000080815,ENST00000324501;;;ENST00000324501	mutation identified in 1 ACNINV3 family	Alzheimer disease, type 3, with spastic paraparesis and unusual plaques	607822	Autosomal dominant	3	Psen1
14q24.2	14:73136417-73223691	PSEN1, AD3, ACNINV3	Presenilin 1	104311	PSEN1	5663	ENSG00000080815,ENST00000324501;;;ENST00000324501	mutation identified in 1 ACNINV3 family	Cardiomyopathy, dilated, 1U	613694	Autosomal dominant	3	Psen1
14q24.2	14:73136417-73223691	PSEN1, AD3, ACNINV3	Presenilin 1	104311	PSEN1	5663	ENSG00000080815,ENST00000324501;;;ENST00000324501	mutation identified in 1 ACNINV3 family	Dementia, frontotemporal	600274	Autosomal dominant	3	Psen1
14q24.2	14:73136417-73223691	PSEN1, AD3, ACNINV3	Presenilin 1	104311	PSEN1	5663	ENSG00000080815,ENST00000324501;;;ENST00000324501	mutation identified in 1 ACNINV3 family	Pick disease	172700	Autosomal dominant	3	Psen1
14q31.1	14:80955621-81146306	TSHR, CHNG1	Thyroid-stimulating hormone receptor	603372	TSHR	7253	ENSG00000165409,ENST00000298171;;;ENST00000298171		Hyperthyroidism, familial gestational	603373	Autosomal dominant	3	Tshr
14q31.1	14:80955621-81146306	TSHR, CHNG1	Thyroid-stimulating hormone receptor	603372	TSHR	7253	ENSG00000165409,ENST00000298171;;;ENST00000298171		Hyperthyroidism, nonautoimmune	609152	Autosomal dominant	3	Tshr
14q31.1	14:80955621-81146306	TSHR, CHNG1	Thyroid-stimulating hormone receptor	603372	TSHR	7253	ENSG00000165409,ENST00000298171;;;ENST00000298171		Hypothyroidism, congenital, nongoitrous, 1	275200	Autosomal recessive	3	Tshr
14q31.1	14:80955621-81146306	TSHR, CHNG1	Thyroid-stimulating hormone receptor	603372	TSHR	7253	ENSG00000165409,ENST00000298171;;;ENST00000298171		Thyroid adenoma, hyperfunctioning, somatic			3	Tshr
14q31.1	14:80955621-81146306	TSHR, CHNG1	Thyroid-stimulating hormone receptor	603372	TSHR	7253	ENSG00000165409,ENST00000298171;;;ENST00000298171		Thyroid carcinoma with thyrotoxicosis, somatic			3	Tshr
14q32	14:89300001-107043718	DUP14q32, C14DUPq32	Chromosome 14q32 duplication syndrome, 700kB	616604				heterozygous germline duplication of 700kb	{Myeloproliferative neoplasms, familial, susceptibility to}	616604	Autosomal dominant	4	
15q15.1	15:40807089-40815084	ZFYVE19, ANCHR, PFIC9	Zinc finger FYVE domain-containing protein 19	619635	ZFYVE19	84936	ENSG00000166140,ENST00000355341;;;ENST00000355341		Cholestasis, progressive familial intrahepatic, 9	619849	Autosomal recessive	3	Zfyve19
15q21.1	15:44711517-44718145	B2M, IMD43	Beta-2-microglobulin	109700	B2M	567	ENSG00000166710,ENST00000648006;;;ENST00000648006	mutation identified in 1 FVA family	?Amyloidosis, familial visceral	105200	Autosomal dominant	3	B2m
15q21.1	15:44711517-44718145	B2M, IMD43	Beta-2-microglobulin	109700	B2M	567	ENSG00000166710,ENST00000648006;;;ENST00000648006	mutation identified in 1 FVA family	Immunodeficiency 43	241600	Autosomal recessive	3	B2m
15q21.1	15:48408313-48645709	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	134797	FBN1	2200	ENSG00000166147,ENST00000316623;;;ENST00000316623		Acromicric dysplasia	102370	Autosomal dominant	3	Fbn1
15q21.1	15:48408313-48645709	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	134797	FBN1	2200	ENSG00000166147,ENST00000316623;;;ENST00000316623		Ectopia lentis, familial	129600	Autosomal dominant	3	Fbn1
15q21.1	15:48408313-48645709	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	134797	FBN1	2200	ENSG00000166147,ENST00000316623;;;ENST00000316623		Geleophysic dysplasia 2	614185	Autosomal dominant	3	Fbn1
15q21.1	15:48408313-48645709	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	134797	FBN1	2200	ENSG00000166147,ENST00000316623;;;ENST00000316623		Marfan lipodystrophy syndrome	616914	Autosomal dominant	3	Fbn1
15q21.1	15:48408313-48645709	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	134797	FBN1	2200	ENSG00000166147,ENST00000316623;;;ENST00000316623		Marfan syndrome	154700	Autosomal dominant	3	Fbn1
15q21.1	15:48408313-48645709	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	134797	FBN1	2200	ENSG00000166147,ENST00000316623;;;ENST00000316623		MASS syndrome	604308	Autosomal dominant	3	Fbn1
15q21.1	15:48408313-48645709	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	134797	FBN1	2200	ENSG00000166147,ENST00000316623;;;ENST00000316623		Stiff skin syndrome	184900	Autosomal dominant	3	Fbn1
15q21.1	15:48408313-48645709	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	134797	FBN1	2200	ENSG00000166147,ENST00000316623;;;ENST00000316623		Weill-Marchesani syndrome 2, dominant	608328	Autosomal dominant	3	Fbn1
15q21.2	15:50907492-51005895	AP4E1, SPG51, CPSQ4, STUT1	Adaptor-related protein complex 4, epsilon-1 subunit	607244	AP4E1	23431	ENSG00000081014,ENST00000261842;;;ENST00000261842		Spastic paraplegia 51, autosomal recessive	613744	Autosomal recessive	3	Ap4e1
15q21.2	15:50907492-51005895	AP4E1, SPG51, CPSQ4, STUT1	Adaptor-related protein complex 4, epsilon-1 subunit	607244	AP4E1	23431	ENSG00000081014,ENST00000261842;;;ENST00000261842		Stuttering, familial persistent, 1	184450	Autosomal dominant	3	Ap4e1
15q23	15:71096894-71783383	THSD4, ADAMTSL6, AAT12	Thrombospondin type-1 domain-containing 4	614476	THSD4	79875	ENSG00000187720,ENST00000261862;;;ENST00000261862		Aortic aneurysm, familial thoracic 12	619825	Autosomal dominant	3	Thsd4
15q24.1	15:74409289-74433958	SEMA7A, SEMAL, SEMAK1, CDW108, JMH, PFIC11	Semaphorin 7A	607961	SEMA7A	8482	ENSG00000138623,ENST00000261918;;;ENST00000261918	mutation identified in 1 PFIC11 patient	?Cholestasis, progressive familial intrahepatic, 11	619874	Autosomal recessive	3	Sema7a
15q24.1	15:74409289-74433958	SEMA7A, SEMAL, SEMAK1, CDW108, JMH, PFIC11	Semaphorin 7A	607961	SEMA7A	8482	ENSG00000138623,ENST00000261918;;;ENST00000261918	mutation identified in 1 PFIC11 patient	[Blood group, John-Milton-Hagen system]	614745		3	Sema7a
15q25.3	15:84817356-84873479	ALPK3, MIDORI, KIAA1330, CMH27	Alpha kinase 3	617608	ALPK3	57538	ENSG00000136383,ENST00000258888;;;ENST00000258888		Cardiomyopathy, familial hypertrophic 27	618052	Autosomal recessive	3	Alpk3
15q26	15:88500001-101991189	VVS	Syncope, familial vasovagal	609289		105031671			Syncope, familial vasovagal	609289	Autosomal dominant	2	
15q26.1	15:89664367-89679367	PLIN1, PLIN, FPLD4	Perilipin 1	170290	PLIN1	5346	ENSG00000166819,ENST00000300055;;;ENST00000300055		Lipodystrophy, familial partial, type 4	613877	Autosomal dominant	3	Plin1
15q26.1	15:90998416-91022621	VPS33B, KDIDAR, PFIC12	VPS33B late endosome and lysosome associated	608552	VPS33B	26276	ENSG00000184056,ENST00000333371;;;ENST00000333371		Arthrogryposis, renal dysfunction, and cholestasis 1	208085	Autosomal recessive	3	Vps33b
15q26.1	15:90998416-91022621	VPS33B, KDIDAR, PFIC12	VPS33B late endosome and lysosome associated	608552	VPS33B	26276	ENSG00000184056,ENST00000333371;;;ENST00000333371		Cholestasis, progressive familial intrahepatic, 12	620010	Autosomal recessive	3	Vps33b
15q26.1	15:90998416-91022621	VPS33B, KDIDAR, PFIC12	VPS33B late endosome and lysosome associated	608552	VPS33B	26276	ENSG00000184056,ENST00000333371;;;ENST00000333371		Keratoderma-ichthyosis-deafness syndrome, autosomal recessive	620009	Autosomal recessive	3	Vps33b
16p13.3	16:85386-138673	NPRL3, CGTHBA, FFEVF3	Nitrogen permease regulator-like 3	600928	NPRL3	8131	ENSG00000103148,ENST00000611875;;;ENST00000611875		Epilepsy, familial focal, with variable foci 3	617118	Autosomal dominant	3	Nprl3
16p13.3	16:1153106-1221768	CACNA1H, EIG6, ECA6, HALD4	Calcium channel, voltage-dependent, T type, alpha-1H subunit	607904	CACNA1H	8912	ENSG00000196557,ENST00000348261;;;ENST00000348261		Hyperaldosteronism, familial, type IV	617027	Autosomal dominant	3	Cacna1h
16p13.3	16:1153106-1221768	CACNA1H, EIG6, ECA6, HALD4	Calcium channel, voltage-dependent, T type, alpha-1H subunit	607904	CACNA1H	8912	ENSG00000196557,ENST00000348261;;;ENST00000348261		{Epilepsy, childhood absence, susceptibility to, 6}	611942		3	Cacna1h
16p13.3	16:1153106-1221768	CACNA1H, EIG6, ECA6, HALD4	Calcium channel, voltage-dependent, T type, alpha-1H subunit	607904	CACNA1H	8912	ENSG00000196557,ENST00000348261;;;ENST00000348261		{Epilepsy, idiopathic generalized, susceptibility to, 6}	611942		3	Cacna1h
16p13.3	16:2039820-2047834	NTHL1, OCTS3, FAP3	Endonuclease III, E. coli, homolog of	602656	NTHL1	4913	ENSG00000065057,ENST00000651570;;;ENST00000651570		Familial adenomatous polyposis 3	616415	Autosomal recessive	3	Nthl1
16p13.3	16:2475127-2505730	TBC1D24, KIAA1171, FIME, DEE16, DOORS, DFNB86, DFNA65, EPRPDC	TBC1 domain family, member 24	613577	TBC1D24	57465	ENSG00000162065,ENST00000646147;;;ENST00000646147		Deafness, autosomal dominant 65	616044	Autosomal dominant	3	Tbc1d24
16p13.3	16:2475127-2505730	TBC1D24, KIAA1171, FIME, DEE16, DOORS, DFNB86, DFNA65, EPRPDC	TBC1 domain family, member 24	613577	TBC1D24	57465	ENSG00000162065,ENST00000646147;;;ENST00000646147		Deafness, autosomal recessive 86	614617	Autosomal recessive	3	Tbc1d24
16p13.3	16:2475127-2505730	TBC1D24, KIAA1171, FIME, DEE16, DOORS, DFNB86, DFNA65, EPRPDC	TBC1 domain family, member 24	613577	TBC1D24	57465	ENSG00000162065,ENST00000646147;;;ENST00000646147		Developmental and epileptic encephalopathy 16	615338	Autosomal recessive	3	Tbc1d24
16p13.3	16:2475127-2505730	TBC1D24, KIAA1171, FIME, DEE16, DOORS, DFNB86, DFNA65, EPRPDC	TBC1 domain family, member 24	613577	TBC1D24	57465	ENSG00000162065,ENST00000646147;;;ENST00000646147		DOORS syndrome	220500	Autosomal recessive	3	Tbc1d24
